row_index,domain_id,source_value,source_id,ground_truth_baseline,top_hits_json,standard_policy,result1_concept_id,result1_concept_name,result1_score,result1_vocabulary_id,result1_standard_concept,error
71,Procedure,induction of labor,72,1,[],s_or_c,,,,,,
72,Measurement,bicarb elevated,73,1,[],s_or_c,,,,,,
73,Observation,burn,74,1,"[{""concept_id"": 38001662, ""concept_name"": ""Burns"", ""score"": 0.9823, ""vocabulary_id"": ""MDC"", ""domain_id"": ""Observation"", ""concept_code"": ""22"", ""standard_concept"": ""S""}, {""concept_id"": 4168004, ""concept_name"": ""Burn injury"", ""score"": 0.9303, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""48333001"", ""standard_concept"": ""S""}, {""concept_id"": 4022094, ""concept_name"": ""Thermal burn"", ""score"": 0.9068, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""105594005"", ""standard_concept"": ""S""}, {""concept_id"": 4021376, ""concept_name"": ""Gunpowder burn"", ""score"": 0.7976, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""11607000"", ""standard_concept"": ""S""}, {""concept_id"": 4059027, ""concept_name"": ""Thermal injury"", ""score"": 0.7907, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""161006"", ""standard_concept"": ""S""}]",s_or_c,38001662.0,Burns,0.9823,MDC,S,
74,Procedure,vegetarian diet,75,1,"[{""concept_id"": 35622818, ""concept_name"": ""Vegetarian diet"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""765021002"", ""standard_concept"": ""S""}, {""concept_id"": 37153968, ""concept_name"": ""Vegan diet"", ""score"": 0.9304, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""1255165006"", ""standard_concept"": ""S""}, {""concept_id"": 37153970, ""concept_name"": ""Ovo vegetarian diet"", ""score"": 0.881, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""1255167003"", ""standard_concept"": ""S""}, {""concept_id"": 35622822, ""concept_name"": ""Kosher diet"", ""score"": 0.8007, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""765025006"", ""standard_concept"": ""S""}, {""concept_id"": 35622819, ""concept_name"": ""Lacto-vegetarian diet"", ""score"": 0.7958, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""765022009"", ""standard_concept"": ""S""}]",s_or_c,35622818.0,Vegetarian diet,1.0,SNOMED,S,
75,Condition,external hydrocephalus,76,1,"[{""concept_id"": 4099834, ""concept_name"": ""External hydrocephalus"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""253132009"", ""standard_concept"": ""S""}, {""concept_id"": 4043738, ""concept_name"": ""Hydrocephalus"", ""score"": 0.8939, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""230745008"", ""standard_concept"": ""S""}, {""concept_id"": 4027136, ""concept_name"": ""Internal hydrocephalus"", ""score"": 0.8909, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""128431009"", ""standard_concept"": ""S""}, {""concept_id"": 440700, ""concept_name"": ""Communicating hydrocephalus"", ""score"": 0.8684, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""271569006"", ""standard_concept"": ""S""}, {""concept_id"": 4031821, ""concept_name"": ""Hydrocephalus ex vacuo"", ""score"": 0.849, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""14055002"", ""standard_concept"": ""S""}]",s_or_c,4099834.0,External hydrocephalus,1.0,SNOMED,S,
76,Measurement,wt,77,5,[],s_or_c,,,,,,
77,Observation,extension,78,4,"[{""concept_id"": 4083125, ""concept_name"": ""Musculoskeletal extension"", ""score"": 0.8472, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""24154002"", ""standard_concept"": ""S""}, {""concept_id"": 44783971, ""concept_name"": ""Spread by direct extension"", ""score"": 0.7494, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""698082000"", ""standard_concept"": ""S""}]",s_or_c,4083125.0,Musculoskeletal extension,0.8472,SNOMED,S,
78,Condition,moderate (2+) mitral regurgitation,79,1,"[{""concept_id"": 3654727, ""concept_name"": ""Moderate mitral valve regurgitation"", ""score"": 0.9476, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""838452003"", ""standard_concept"": ""S""}, {""concept_id"": 3654726, ""concept_name"": ""Mild mitral valve regurgitation"", ""score"": 0.8431, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""838451005"", ""standard_concept"": ""S""}, {""concept_id"": 4108815, ""concept_name"": ""Non-rheumatic mitral regurgitation"", ""score"": 0.8135, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""194978002"", ""standard_concept"": ""S""}, {""concept_id"": 443962, ""concept_name"": ""Mitral valve regurgitation"", ""score"": 0.8101, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""48724000"", ""standard_concept"": ""S""}, {""concept_id"": 4124690, ""concept_name"": ""Functional mitral regurgitation"", ""score"": 0.7803, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""233861004"", ""standard_concept"": ""S""}]",s_or_c,3654727.0,Moderate mitral valve regurgitation,0.9476,SNOMED,S,
79,Procedure,c-section,80,1,"[{""concept_id"": 4015701, ""concept_name"": ""Cesarean section"", ""score"": 0.8601, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""11466000"", ""standard_concept"": ""S""}, {""concept_id"": 4228344, ""concept_name"": ""Vaginal cesarean section"", ""score"": 0.8171, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""89053004"", ""standard_concept"": ""S""}, {""concept_id"": 4223536, ""concept_name"": ""Classical cesarean section"", ""score"": 0.8043, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""84195007"", ""standard_concept"": ""S""}, {""concept_id"": 2004771, ""concept_name"": ""Incision of cervix to assist delivery"", ""score"": 0.802, ""vocabulary_id"": ""ICD9Proc"", ""domain_id"": ""Procedure"", ""concept_code"": ""73.93"", ""standard_concept"": ""S""}]",s_or_c,4015701.0,Cesarean section,0.8601,SNOMED,S,
80,Observation,retained foreign body,81,1,"[{""concept_id"": 4054182, ""concept_name"": ""Retained foreign body"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""125245002"", ""standard_concept"": ""S""}, {""concept_id"": 4078373, ""concept_name"": ""Foreign body"", ""score"": 0.8263, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""19227008"", ""standard_concept"": ""S""}, {""concept_id"": 3661499, ""concept_name"": ""Retained glass foreign body"", ""score"": 0.8202, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""840293005"", ""standard_concept"": ""S""}, {""concept_id"": 4295870, ""concept_name"": ""Foreign body perforation"", ""score"": 0.7712, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""76570008"", ""standard_concept"": ""S""}, {""concept_id"": 37206792, ""concept_name"": ""Retained nonmagnetic foreign body"", ""score"": 0.767, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""786984008"", ""standard_concept"": ""S""}]",s_or_c,4054182.0,Retained foreign body,1.0,SNOMED,S,
81,Measurement,urodynamics,82,1,"[{""concept_id"": 4099391, ""concept_name"": ""Urodynamic studies"", ""score"": 0.8788, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""252895004"", ""standard_concept"": ""S""}, {""concept_id"": 4261340, ""concept_name"": ""Uroflowmetry"", ""score"": 0.8438, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""44856007"", ""standard_concept"": ""S""}, {""concept_id"": 21493219, ""concept_name"": ""Uroflowmetry study"", ""score"": 0.8277, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""80521-8"", ""standard_concept"": ""S""}, {""concept_id"": 4311562, ""concept_name"": ""Complex uroflowmetry"", ""score"": 0.8142, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""85509006"", ""standard_concept"": ""S""}, {""concept_id"": 4279929, ""concept_name"": ""Simple uroflowmetry"", ""score"": 0.8134, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""65895009"", ""standard_concept"": ""S""}]",s_or_c,4099391.0,Urodynamic studies,0.8788,SNOMED,S,
82,Procedure,cxr pa/lat,83,1,"[{""concept_id"": 3049620, ""concept_name"": ""XR Chest PA and Right lateral"", ""score"": 0.5752, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Procedure"", ""concept_code"": ""37141-9"", ""standard_concept"": ""S""}, {""concept_id"": 3040410, ""concept_name"": ""XR Chest Lateral and PA W inspiration and expiration"", ""score"": 0.5607, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Procedure"", ""concept_code"": ""39341-3"", ""standard_concept"": ""S""}, {""concept_id"": 3031526, ""concept_name"": ""XR Chest PA and Lateral"", ""score"": 0.5528, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Procedure"", ""concept_code"": ""42272-5"", ""standard_concept"": ""S""}, {""concept_id"": 3002676, ""concept_name"": ""XR Chest PA upright"", ""score"": 0.5443, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Procedure"", ""concept_code"": ""24648-8"", ""standard_concept"": ""S""}, {""concept_id"": 3013284, ""concept_name"": ""XR Chest PA and Lateral and Oblique"", ""score"": 0.5388, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Procedure"", ""concept_code"": ""30744-7"", ""standard_concept"": ""S""}]",s_or_c,3049620.0,XR Chest PA and Right lateral,0.5752,LOINC,S,
83,Condition,pulmonary disease,84,1,"[{""concept_id"": 257907, ""concept_name"": ""Disorder of lung"", ""score"": 0.9221, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""19829001"", ""standard_concept"": ""S""}, {""concept_id"": 320136, ""concept_name"": ""Disorder of respiratory system"", ""score"": 0.8265, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""50043002"", ""standard_concept"": ""S""}, {""concept_id"": 4027553, ""concept_name"": ""Disorder of lower respiratory system"", ""score"": 0.7979, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""128272009"", ""standard_concept"": ""S""}, {""concept_id"": 4186898, ""concept_name"": ""Chronic lung disease"", ""score"": 0.7621, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""413839001"", ""standard_concept"": ""S""}, {""concept_id"": 4134410, ""concept_name"": ""Respiratory morbidity"", ""score"": 0.7525, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""397972007"", ""standard_concept"": ""S""}]",s_or_c,257907.0,Disorder of lung,0.9221,SNOMED,S,
84,Observation,multinodular hyperplasia,85,1,"[{""concept_id"": 618739, ""concept_name"": ""Multinodular hyperplasia"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""874913002"", ""standard_concept"": ""S""}, {""concept_id"": 4053810, ""concept_name"": ""Multifocal hyperplasia"", ""score"": 0.8392, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""125525009"", ""standard_concept"": ""S""}, {""concept_id"": 618700, ""concept_name"": ""Micronodular hyperplasia"", ""score"": 0.8291, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""874814009"", ""standard_concept"": ""S""}, {""concept_id"": 46272365, ""concept_name"": ""Multinodular oncocytic hyperplasia"", ""score"": 0.8197, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""710713001"", ""standard_concept"": ""S""}, {""concept_id"": 4053811, ""concept_name"": ""Multifocal glandular hyperplasia"", ""score"": 0.8192, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""125536002"", ""standard_concept"": ""S""}]",s_or_c,618739.0,Multinodular hyperplasia,1.0,SNOMED,S,
85,Procedure,pca,86,1,[],s_or_c,,,,,,
86,Condition,dysarthric speech,87,1,[],s_or_c,,,,,,
87,Measurement,totbili,88,5,[],s_or_c,,,,,,
88,Procedure,insulin regimen,89,1,"[{""concept_id"": 4024603, ""concept_name"": ""Insulin regime"", ""score"": 0.9502, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""225302006"", ""standard_concept"": ""S""}, {""concept_id"": 4215993, ""concept_name"": ""Administration of insulin"", ""score"": 0.8938, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""39543009"", ""standard_concept"": ""S""}, {""concept_id"": 37155320, ""concept_name"": ""Premixed insulin regime"", ""score"": 0.8855, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""1516071000000107"", ""standard_concept"": ""S""}, {""concept_id"": 37155318, ""concept_name"": ""Basal insulin regime"", ""score"": 0.864, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""1516051000000103"", ""standard_concept"": ""S""}, {""concept_id"": 4301465, ""concept_name"": ""Insulin administration management"", ""score"": 0.8456, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""385794009"", ""standard_concept"": ""S""}]",s_or_c,4024603.0,Insulin regime,0.9502,SNOMED,S,
89,Condition,st segment elevations,90,1,"[{""concept_id"": 4295129, ""concept_name"": ""ST segment elevation"", ""score"": 0.943, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""76388001"", ""standard_concept"": ""S""}, {""concept_id"": 4184762, ""concept_name"": ""EKG ST segment changes"", ""score"": 0.8732, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""55930002"", ""standard_concept"": ""S""}, {""concept_id"": 45767556, ""concept_name"": ""Anterior ST segment elevation"", ""score"": 0.8624, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""705008001"", ""standard_concept"": ""S""}, {""concept_id"": 45767555, ""concept_name"": ""Inferior ST segment elevation"", ""score"": 0.8436, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""705007006"", ""standard_concept"": ""S""}, {""concept_id"": 45767560, ""concept_name"": ""Inferior and lateral ST segment elevation"", ""score"": 0.8254, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""705013002"", ""standard_concept"": ""S""}]",s_or_c,4295129.0,ST segment elevation,0.943,SNOMED,S,
90,Observation,warm to touch,91,1,"[{""concept_id"": 4010974, ""concept_name"": ""Warm skin"", ""score"": 0.9102, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""102599008"", ""standard_concept"": ""S""}, {""concept_id"": 37110138, ""concept_name"": ""Sensation of being warm"", ""score"": 0.8481, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""724232004"", ""standard_concept"": ""S""}, {""concept_id"": 45772971, ""concept_name"": ""Hot skin"", ""score"": 0.7911, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""707793005"", ""standard_concept"": ""S""}, {""concept_id"": 4062189, ""concept_name"": ""Increased skin temperature"", ""score"": 0.7769, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""17038008"", ""standard_concept"": ""S""}, {""concept_id"": 35825048, ""concept_name"": ""Warm"", ""score"": 0.7439, ""vocabulary_id"": ""UK Biobank"", ""domain_id"": ""Observation"", ""concept_code"": ""100398-3"", ""standard_concept"": ""S""}]",s_or_c,4010974.0,Warm skin,0.9102,SNOMED,S,
91,Measurement,lipid panel,92,1,"[{""concept_id"": 4037130, ""concept_name"": ""Lipid panel"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""16254007"", ""standard_concept"": ""S""}, {""concept_id"": 1761868, ""concept_name"": ""Lipid panel - Serum or Plasma"", ""score"": 0.8751, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""100898-6"", ""standard_concept"": ""S""}, {""concept_id"": 4017202, ""concept_name"": ""Lipids measurement"", ""score"": 0.8106, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""104780002"", ""standard_concept"": ""S""}, {""concept_id"": 4090059, ""concept_name"": ""Fasting lipid profile"", ""score"": 0.792, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""252150008"", ""standard_concept"": ""S""}, {""concept_id"": 40760809, ""concept_name"": ""Lipid panel with direct LDL - Serum or Plasma"", ""score"": 0.776, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""57698-3"", ""standard_concept"": ""S""}]",s_or_c,4037130.0,Lipid panel,1.0,SNOMED,S,
92,Measurement,alkphos,93,5,[],s_or_c,,,,,,
93,Condition,"burning"" sensation",94,1,"[{""concept_id"": 4235891, ""concept_name"": ""Burning sensation"", ""score"": 0.95, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""90673000"", ""standard_concept"": ""S""}, {""concept_id"": 42538644, ""concept_name"": ""Burning sensation of skin"", ""score"": 0.8793, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""762397008"", ""standard_concept"": ""S""}, {""concept_id"": 4264107, ""concept_name"": ""Burning pain"", ""score"": 0.7754, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""36349006"", ""standard_concept"": ""S""}, {""concept_id"": 4263120, ""concept_name"": ""Burning feet"", ""score"": 0.696, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""36031001"", ""standard_concept"": ""S""}, {""concept_id"": 37162969, ""concept_name"": ""Burning sensation of mouth"", ""score"": 0.693, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""1202021001"", ""standard_concept"": ""S""}]",s_or_c,4235891.0,Burning sensation,0.95,SNOMED,S,
94,Procedure,temporary pacemaker placement,95,1,"[{""concept_id"": 4085558, ""concept_name"": ""Insertion of temporary cardiac pacemaker"", ""score"": 0.9241, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""281556002"", ""standard_concept"": ""S""}, {""concept_id"": 4049398, ""concept_name"": ""Temporary cardiac pacemaker procedure"", ""score"": 0.9019, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""233175008"", ""standard_concept"": ""S""}, {""concept_id"": 4051940, ""concept_name"": ""Permanent cardiac pacemaker procedure"", ""score"": 0.8425, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""233182007"", ""standard_concept"": ""S""}, {""concept_id"": 4144921, ""concept_name"": ""Implantation of cardiac pacemaker"", ""score"": 0.8414, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""307280005"", ""standard_concept"": ""S""}, {""concept_id"": 4099402, ""concept_name"": ""Insertion of intracardiac pacemaker"", ""score"": 0.8296, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""25267002"", ""standard_concept"": ""S""}]",s_or_c,4085558.0,Insertion of temporary cardiac pacemaker,0.9241,SNOMED,S,
95,Observation,papillary renal cell carcinoma,96,1,"[{""concept_id"": 37116730, ""concept_name"": ""Papillary renal cell carcinoma"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""733607005"", ""standard_concept"": ""S""}, {""concept_id"": 37116953, ""concept_name"": ""Clear cell papillary renal cell carcinoma"", ""score"": 0.8987, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""734014001"", ""standard_concept"": ""S""}, {""concept_id"": 3192810, ""concept_name"": ""Papillary renal cell carcinoma, basophilic"", ""score"": 0.8694, ""vocabulary_id"": ""Nebraska Lexicon"", ""domain_id"": ""Observation"", ""concept_code"": ""686091000004108"", ""standard_concept"": ""S""}, {""concept_id"": 3192436, ""concept_name"": ""Papillary renal cell carcinoma, eosinophilic"", ""score"": 0.844, ""vocabulary_id"": ""Nebraska Lexicon"", ""domain_id"": ""Observation"", ""concept_code"": ""686101000004101"", ""standard_concept"": ""S""}, {""concept_id"": 4215373, ""concept_name"": ""Renal cell carcinoma"", ""score"": 0.8336, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""41607009"", ""standard_concept"": ""S""}]",s_or_c,37116730.0,Papillary renal cell carcinoma,1.0,SNOMED,S,
96,Measurement,urinalysis,97,1,"[{""concept_id"": 37072338, ""concept_name"": ""Urinalysis"", ""score"": 1, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""LP7851-1"", ""standard_concept"": ""C""}, {""concept_id"": 4099313, ""concept_name"": ""Urinalysis"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""27171005"", ""standard_concept"": ""S""}, {""concept_id"": 45876059, ""concept_name"": ""Urinalysis"", ""score"": 1, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""UA"", ""standard_concept"": ""C""}, {""concept_id"": 4055811, ""concept_name"": ""Urine examination"", ""score"": 0.9044, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""167217005"", ""standard_concept"": ""S""}, {""concept_id"": 4064933, ""concept_name"": ""Urine screening"", ""score"": 0.8769, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""171245007"", ""standard_concept"": ""S""}]",s_or_c,37072338.0,Urinalysis,1.0,LOINC,C,
97,Condition,perfusion defect,98,1,"[{""concept_id"": 4108287, ""concept_name"": ""Myocardial perfusion defect"", ""score"": 0.7954, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""251054004"", ""standard_concept"": ""S""}, {""concept_id"": 4108288, ""concept_name"": ""Reversible myocardial perfusion defect"", ""score"": 0.7703, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""251055003"", ""standard_concept"": ""S""}, {""concept_id"": 4353838, ""concept_name"": ""Partially reversible myocardial perfusion defect"", ""score"": 0.7501, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""251056002"", ""standard_concept"": ""S""}, {""concept_id"": 4200991, ""concept_name"": ""Ischemia"", ""score"": 0.7176, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""52674009"", ""standard_concept"": ""S""}, {""concept_id"": 4078431, ""concept_name"": ""Ischemic reperfusion injury"", ""score"": 0.7008, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""276232006"", ""standard_concept"": ""S""}]",s_or_c,4108287.0,Myocardial perfusion defect,0.7954,SNOMED,S,
98,Procedure,mri of your spine,99,1,"[{""concept_id"": 4082839, ""concept_name"": ""MRI of spine"", ""score"": 0.9635, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""241645008"", ""standard_concept"": ""S""}, {""concept_id"": 4329770, ""concept_name"": ""MRI of spine with contrast"", ""score"": 0.8625, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""431985004"", ""standard_concept"": ""S""}, {""concept_id"": 3047633, ""concept_name"": ""MR Spine"", ""score"": 0.8565, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Procedure"", ""concept_code"": ""36067-7"", ""standard_concept"": ""S""}, {""concept_id"": 40493263, ""concept_name"": ""MRI of spinal cord"", ""score"": 0.8459, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""445946004"", ""standard_concept"": ""S""}, {""concept_id"": 37017030, ""concept_name"": ""Magnetic resonance imaging myelography"", ""score"": 0.8377, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""713206003"", ""standard_concept"": ""S""}]",s_or_c,4082839.0,MRI of spine,0.9635,SNOMED,S,
99,Observation,increased frequency,100,4,"[{""concept_id"": 3169473, ""concept_name"": ""Moderate frequency"", ""score"": 0.7604, ""vocabulary_id"": ""Nebraska Lexicon"", ""domain_id"": ""Observation"", ""concept_code"": ""839731000004104"", ""standard_concept"": ""S""}, {""concept_id"": 1332799, ""concept_name"": ""More often than usual"", ""score"": 0.7027, ""vocabulary_id"": ""PPI"", ""domain_id"": ""Observation"", ""concept_code"": ""cope_a_229"", ""standard_concept"": ""S""}, {""concept_id"": 44791923, ""concept_name"": ""Frequency of behaviour"", ""score"": 0.6872, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""305201000000103"", ""standard_concept"": ""S""}, {""concept_id"": 4207769, ""concept_name"": ""Repetition of sound"", ""score"": 0.6629, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""311642003"", ""standard_concept"": ""S""}, {""concept_id"": 4037109, ""concept_name"": ""Symptom frequency"", ""score"": 0.6618, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""162451001"", ""standard_concept"": ""S""}]",s_or_c,3169473.0,Moderate frequency,0.7604,Nebraska Lexicon,S,
100,Measurement,red blood cell count was low,101,1,"[{""concept_id"": 4013842, ""concept_name"": ""Red blood cell count below reference range"", ""score"": 0.9052, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""165423001"", ""standard_concept"": ""S""}, {""concept_id"": 4013074, ""concept_name"": ""Hemoglobin below reference range"", ""score"": 0.8589, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""165397008"", ""standard_concept"": ""S""}, {""concept_id"": 4013516, ""concept_name"": ""Hematocrit below reference range"", ""score"": 0.8374, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""165414004"", ""standard_concept"": ""S""}, {""concept_id"": 4095698, ""concept_name"": ""Decreased blood erythrocyte volume"", ""score"": 0.7748, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""2634004"", ""standard_concept"": ""S""}, {""concept_id"": 40480513, ""concept_name"": ""Hemoglobin level outside reference range"", ""score"": 0.7312, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""441793007"", ""standard_concept"": ""S""}]",s_or_c,4013842.0,Red blood cell count below reference range,0.9052,SNOMED,S,
